gene	List1	List10	List11	List2	List3	List4	List5	List6	List7	List8	List9	maic_score	contributors
entity32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3155692337524312	1.2233368216074385	2.305364582370623	4.844270637730492	CATEGORY7: List7, CATEGORY8: List8, CATEGORY9: List9
entity33	0.0	1.219962356179833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233255716074385	2.3822119678772733	4.825499895664545	CATEGORY8: List8, CATEGORY9: List9, CATEGORY10: List10
entity17	0.0	0.0	0.0	0.0	0.0	2.3135473182302	0.0	0.0	0.0	0.0	2.3901473635604313	4.7036946817906315	CATEGORY4: List4, CATEGORY9: List9
entity25	0.0	0.0	0.0	0.0	0.0	2.4049327339879807	0.0	0.0	0.0	0.0	2.268597417082165	4.673530151070146	CATEGORY4: List4, CATEGORY9: List9
entity57	1.2476289590933116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233375916074385	2.1778963846313473	4.648862935332097	CATEGORY1: List1, CATEGORY8: List8, CATEGORY9: List9
entity30	0.0	0.0	0.0	0.0	0.0	2.2587160687999104	2.2990118820844305	0.0	0.0	0.0	0.0	4.557727950884341	CATEGORY4: List4, CATEGORY5: List5
entity9	0.0	0.0	0.0	0.0	0.0	2.423209817145631	0.0	0.0	0.0	0.0	2.131845721700872	4.555055538846503	CATEGORY4: List4, CATEGORY9: List9
entity67	0.0	0.0	0.0	0.0	0.0	2.368378567678774	0.0	0.0	0.0	0.0	2.138309271152026	4.5066878388308	CATEGORY4: List4, CATEGORY9: List9
entity14	0.0	0.0	0.0	0.0	0.0	2.2952702350847387	0.0	0.0	0.0	0.0	2.1982181974475647	4.4934884325323035	CATEGORY4: List4, CATEGORY9: List9
noise10000	1.2466448827842804	0.0	0.0	0.0	0.0	0.0	0.0	1.3247150555842353	1.3136764787725954	0.0	0.0	3.885036417141111	CATEGORY1: List1, CATEGORY6: List6, CATEGORY7: List7
entity141	0.0	0.0	0.0	0.0	1.6919836449407355	0.0	0.0	0.0	0.0	0.0	2.191404515442244	3.8833881603829794	CATEGORY3: List3, CATEGORY9: List9
noise640	1.2464600839092006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3292759892721773	1.2233419716074385	0.0	3.7990780447888164	CATEGORY1: List1, CATEGORY7: List7, CATEGORY8: List8
noise1008	1.2464625896200587	0.0	0.0	0.0	0.0	0.0	0.0	1.3247152455842353	0.0	1.2233413116074385	0.0	3.7945191468117323	CATEGORY1: List1, CATEGORY6: List6, CATEGORY8: List8
noise6234	1.247031683803822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3156861826223467	1.2233389716074385	0.0	3.7860568380336073	CATEGORY1: List1, CATEGORY7: List7, CATEGORY8: List8
noise10483	1.247240950962352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.312938701504545	1.2233342016074384	0.0	3.783513854074336	CATEGORY1: List1, CATEGORY7: List7, CATEGORY8: List8
noise4339	1.2672061917448452	0.0	0.0	1.291210278819764	0.0	0.0	0.0	0.0	0.0	1.2233404616074386	0.0	3.7817569321720477	CATEGORY1: List1, CATEGORY2: List2, CATEGORY8: List8
noise7098	1.248042685610861	1.219957976179833	0.0	0.0	0.0	0.0	0.0	0.0	1.308228198796854	0.0	0.0	3.776228860587548	CATEGORY1: List1, CATEGORY7: List7, CATEGORY10: List10
noise11999	1.2509940876145358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3008433998198363	1.2233294216074384	0.0	3.7751669090418103	CATEGORY1: List1, CATEGORY7: List7, CATEGORY8: List8
noise13747	1.2464861673867358	1.219958266179833	0.0	0.0	0.0	0.0	0.0	0.0	1.3052458303391412	0.0	0.0	3.77169026390571	CATEGORY1: List1, CATEGORY7: List7, CATEGORY10: List10
entity976	0.0	1.2199478061798328	0.0	0.0	0.0	0.0	0.0	0.0	1.324805390814244	1.2233373616074386	0.0	3.768090558601515	CATEGORY7: List7, CATEGORY8: List8, CATEGORY10: List10
noise4850	1.246456635163502	1.219952166179833	0.0	1.2994618208275828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.765870622170918	CATEGORY1: List1, CATEGORY2: List2, CATEGORY10: List10
noise10667	1.2464601925619885	1.219957966179833	0.0	1.2983616152111639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.764779773952985	CATEGORY1: List1, CATEGORY2: List2, CATEGORY10: List10
noise981	1.2466854891152621	0.0	0.0	1.2771826574376879	0.0	0.0	0.0	0.0	0.0	1.2233240316074385	0.0	3.7471921781603887	CATEGORY1: List1, CATEGORY2: List2, CATEGORY8: List8
entity111	0.0	1.2199576561798329	0.0	1.3027631684830587	0.0	0.0	0.0	0.0	0.0	1.2233390116074385	0.0	3.74605983627033	CATEGORY2: List2, CATEGORY8: List8, CATEGORY10: List10
noise16311	0.0	1.219959506179833	0.0	0.0	0.0	0.0	0.0	0.0	1.3022144667808968	1.2233376516074386	0.0	3.7455116245681683	CATEGORY7: List7, CATEGORY8: List8, CATEGORY10: List10
noise9889	0.0	1.2199463661798329	0.0	1.299736872253256	0.0	0.0	0.0	0.0	0.0	1.2233336716074386	0.0	3.7430169100405277	CATEGORY2: List2, CATEGORY8: List8, CATEGORY10: List10
noise2449	0.0	1.2199461261798328	0.0	1.2796581200345247	0.0	0.0	0.0	0.0	0.0	1.2233234916074385	0.0	3.722927737821796	CATEGORY2: List2, CATEGORY8: List8, CATEGORY10: List10
noise9829	1.2494232299072416	1.2199576661798328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233371416074386	0.0	3.6927180376945135	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
noise3592	1.2467090836026722	1.219962546179833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233288516074385	0.0	3.6900004813899434	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
noise10759	1.2467066154258806	1.219946606179833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233285516074386	0.0	3.6899817732131517	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
noise10234	1.2465493157328151	1.2199537861798329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233332616074384	0.0	3.6898363635200866	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
noise18109	1.2465166998187565	1.219962136179833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233310616074384	0.0	3.6898098976060276	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
noise14707	1.246508656750638	1.219946496179833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233369016074385	0.0	3.6897920545379095	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
noise5327	1.2465030001919217	1.2199562761798328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233309116074385	0.0	3.6897901879791926	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
noise1032	1.2464605364465506	1.2199621861798329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233263616074386	0.0	3.6897490842338225	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
noise16200	1.2464611439194617	1.2199481961798329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233282516074384	0.0	3.689737591706733	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
noise16204	1.2464577136795982	1.219953336179833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233248916074384	0.0	3.6897359414668696	CATEGORY1: List1, CATEGORY8: List8, CATEGORY10: List10
entity383	0.0	0.0	0.0	1.2824086340310101	0.0	0.0	2.348460348042608	0.0	0.0	0.0	0.0	3.630868982073618	CATEGORY2: List2, CATEGORY5: List5
entity29	1.2464590791714891	0.0	0.0	0.0	0.0	2.3318244013776934	0.0	0.0	0.0	0.0	0.0	3.5782834805491825	CATEGORY1: List1, CATEGORY4: List4
entity16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233306816074385	2.3355640949933933	3.558894776600832	CATEGORY8: List8, CATEGORY9: List9
entity28	1.246458642569032	0.0	0.0	0.0	0.0	2.276993151941309	0.0	0.0	0.0	0.0	0.0	3.5234517945103407	CATEGORY1: List1, CATEGORY4: List4
entity48	0.0	1.2199504961798329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2905282843810175	3.5104787805608506	CATEGORY9: List9, CATEGORY10: List10
entity47	0.0	1.219958156179833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2399497576936374	3.4599079138734705	CATEGORY9: List9, CATEGORY10: List10
entity88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233236316074385	2.232892179162243	3.4562158107696814	CATEGORY8: List8, CATEGORY9: List9
entity51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233419516074384	2.2119659651899144	3.4353079167973526	CATEGORY8: List8, CATEGORY9: List9
entity86	0.0	0.0	2.1335080709550844	0.0	0.0	0.0	0.0	0.0	1.290916857942492	0.0	0.0	3.4244249288975763	CATEGORY7: List7, CATEGORY11: List11
entity282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233313816074385	2.1712014717128305	3.394532853320269	CATEGORY8: List8, CATEGORY9: List9
entity93	1.258703346390102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1126808454612758	3.371384191851378	CATEGORY1: List1, CATEGORY9: List9
entity85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2233385516074384	2.119031728987331	3.3423702805947695	CATEGORY8: List8, CATEGORY9: List9
entity643	0.0	1.2199570461798328	2.0710362380464704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.290993284226303	CATEGORY10: List10, CATEGORY11: List11
noise15742	0.0	1.219952936179833	2.02418236336501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2441352995448427	CATEGORY10: List10, CATEGORY11: List11
entity22	0.0	0.0	0.0	0.0	1.7432193812972292	0.0	0.0	0.0	0.0	1.2233373716074385	0.0	2.9665567529046677	CATEGORY3: List3, CATEGORY8: List8
noise4846	0.0	1.2199635161798328	0.0	0.0	1.7318336621068973	0.0	0.0	0.0	0.0	0.0	0.0	2.9517971782867303	CATEGORY3: List3, CATEGORY10: List10
noise5110	0.0	1.219957286179833	0.0	0.0	1.7204479429165653	0.0	0.0	0.0	0.0	0.0	0.0	2.940405229096398	CATEGORY3: List3, CATEGORY10: List10
noise1373	0.0	1.2199499261798328	0.0	1.717787875067533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9377378012473656	CATEGORY2: List2, CATEGORY10: List10
noise15367	0.0	1.219953806179833	0.0	0.0	1.6976765045359015	0.0	0.0	0.0	0.0	0.0	0.0	2.9176303107157344	CATEGORY3: List3, CATEGORY10: List10
entity478	0.0	1.219962866179833	0.0	0.0	1.6692122065600719	0.0	0.0	0.0	0.0	0.0	0.0	2.8891750727399046	CATEGORY3: List3, CATEGORY10: List10
entity558	0.0	0.0	0.0	0.0	1.6635193469649059	0.0	0.0	0.0	0.0	1.2233342316074385	0.0	2.886853578572344	CATEGORY3: List3, CATEGORY8: List8
noise6552	0.0	1.2199528761798328	0.0	0.0	1.65782648736974	0.0	0.0	0.0	0.0	0.0	0.0	2.877779363549573	CATEGORY3: List3, CATEGORY10: List10
noise10786	1.247701953998987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4206698408017642	0.0	0.0	2.668371794800751	CATEGORY1: List1, CATEGORY7: List7
entity135	1.2464637481010963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4130409418210697	0.0	0.0	2.6595046899221657	CATEGORY1: List1, CATEGORY7: List7
noise14454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3247151555842354	1.3323093057653448	0.0	0.0	2.65702446134958	CATEGORY6: List6, CATEGORY7: List7
noise10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4289449140544197	1.2233355416074385	0.0	2.652280455661858	CATEGORY7: List7, CATEGORY8: List8
noise6914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.423353696392918	1.2233275516074384	0.0	2.6466812480003563	CATEGORY7: List7, CATEGORY8: List8
noise17174	1.246456440549742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3974678236052043	0.0	0.0	2.643924264154946	CATEGORY1: List1, CATEGORY7: List7
noise10722	0.0	1.219957166179833	0.0	0.0	0.0	0.0	0.0	0.0	1.410632426545185	0.0	0.0	2.630589592725018	CATEGORY7: List7, CATEGORY10: List10
noise1764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3916390298049501	1.2233304516074386	0.0	2.6149694814123885	CATEGORY7: List7, CATEGORY8: List8
noise6839	1.2466258064397926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3673026323971709	0.0	0.0	2.6139284388369637	CATEGORY1: List1, CATEGORY7: List7
noise10423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3862588742916502	1.2233284016074384	0.0	2.609587275899089	CATEGORY7: List7, CATEGORY8: List8
noise11152	1.2464583536450013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.362652187005865	0.0	0.0	2.6091105406508666	CATEGORY1: List1, CATEGORY7: List7
noise17051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3781918586424033	1.2233321616074384	0.0	2.6015240202498418	CATEGORY7: List7, CATEGORY8: List8
noise10494	0.0	1.219951986179833	0.0	0.0	0.0	0.0	0.0	0.0	1.3767024940940455	0.0	0.0	2.5966544802738785	CATEGORY7: List7, CATEGORY10: List10
noise15935	1.2465183557534953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3467052235465427	0.0	0.0	2.593223579300038	CATEGORY1: List1, CATEGORY7: List7
noise17394	0.0	0.0	0.0	1.3005620270347695	0.0	0.0	0.0	0.0	1.2861866268808726	0.0	0.0	2.586748653915642	CATEGORY2: List2, CATEGORY7: List7
noise10550	0.0	1.219959396179833	0.0	0.0	0.0	0.0	0.0	0.0	1.3584569381743201	0.0	0.0	2.578416334354153	CATEGORY7: List7, CATEGORY10: List10
noise18623	0.0	1.219960646179833	0.0	0.0	0.0	0.0	0.0	0.0	1.357473468697251	0.0	0.0	2.577434114877084	CATEGORY7: List7, CATEGORY10: List10
noise7046	1.2464560739100097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.328971732762719	0.0	0.0	2.575427806672729	CATEGORY1: List1, CATEGORY7: List7
noise15278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3481441167771637	1.2233254116074386	0.0	2.5714695283846023	CATEGORY7: List7, CATEGORY8: List8
noise12828	0.0	1.219960416179833	0.0	0.0	0.0	0.0	0.0	0.0	1.3512438135577312	0.0	0.0	2.571204229737564	CATEGORY7: List7, CATEGORY10: List10
entity622	1.2464596600559115	0.0	0.0	0.0	0.0	0.0	0.0	1.3247151055842352	0.0	0.0	0.0	2.571174765640147	CATEGORY1: List1, CATEGORY6: List6
noise18214	0.0	1.2199642461798328	0.0	0.0	0.0	0.0	0.0	0.0	1.350439831868641	0.0	0.0	2.570404078048474	CATEGORY7: List7, CATEGORY10: List10
noise3061	1.2464631970648716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3199632294527255	0.0	0.0	2.566426426517597	CATEGORY1: List1, CATEGORY7: List7
noise15228	1.2652051185114739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2994746385597469	0.0	0.0	2.5646797570712208	CATEGORY1: List1, CATEGORY7: List7
noise2370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3378603693908273	1.2233239916074385	0.0	2.561184360998266	CATEGORY7: List7, CATEGORY8: List8
noise16764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3373739168890553	1.2233409416074386	0.0	2.560714858496494	CATEGORY7: List7, CATEGORY8: List8
entity549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3364335454218823	1.2233240716074385	0.0	2.559757617029321	CATEGORY7: List7, CATEGORY8: List8
noise1699	1.246576297377998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3131474984590348	0.0	0.0	2.5597237958370327	CATEGORY1: List1, CATEGORY7: List7
noise11035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.335979028998967	1.2233241216074384	0.0	2.5593031506064055	CATEGORY7: List7, CATEGORY8: List8
noise15148	0.0	1.2199624161798328	0.0	0.0	0.0	0.0	0.0	0.0	1.3368984098728993	0.0	0.0	2.5568608260527323	CATEGORY7: List7, CATEGORY10: List10
noise15131	1.2464598162535776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3087961422730008	0.0	0.0	2.5552559585265784	CATEGORY1: List1, CATEGORY7: List7
entity211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3308918699856762	1.2233267716074385	0.0	2.5542186415931147	CATEGORY7: List7, CATEGORY8: List8
noise2514	1.2464574999352644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.307289005374507	0.0	0.0	2.553746505309771	CATEGORY1: List1, CATEGORY7: List7
noise10101	1.2464825771859875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.306729093398686	0.0	0.0	2.5532116705846732	CATEGORY1: List1, CATEGORY7: List7
noise17374	1.2464616528025338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.305800616331508	0.0	0.0	2.552262269134042	CATEGORY1: List1, CATEGORY7: List7
noise16190	1.246458445043913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3054305914686573	0.0	0.0	2.55188903651257	CATEGORY1: List1, CATEGORY7: List7
noise2626	1.2510868933789328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2999306917457432	0.0	0.0	2.5510175851246757	CATEGORY1: List1, CATEGORY7: List7
noise17496	1.2504751146676805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3004782101180996	0.0	0.0	2.5509533247857803	CATEGORY1: List1, CATEGORY7: List7
noise14325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3259807188729134	1.2233266116074384	0.0	2.5493073304803517	CATEGORY7: List7, CATEGORY8: List8
noise11833	1.2465633988292648	0.0	0.0	1.302212459887127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.548775858716392	CATEGORY1: List1, CATEGORY2: List2
noise3501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3247150655842352	0.0	1.2233402316074384	0.0	2.5480552971916737	CATEGORY6: List6, CATEGORY8: List8
noise16872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3247152055842353	0.0	1.2233264816074385	0.0	2.548041687191674	CATEGORY6: List6, CATEGORY8: List8
noise2046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3247150755842352	0.0	1.2233238616074384	0.0	2.5480389371916736	CATEGORY6: List6, CATEGORY8: List8
noise564	1.2465038237095474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3014828824372502	0.0	0.0	2.547986706146798	CATEGORY1: List1, CATEGORY7: List7
noise10124	1.2464576278451476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.301391493535522	0.0	0.0	2.5478491213806693	CATEGORY1: List1, CATEGORY7: List7
noise16318	1.2467733178223914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3010260541692558	0.0	0.0	2.547799371991647	CATEGORY1: List1, CATEGORY7: List7
noise13502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3243624048813851	1.2233347916074384	0.0	2.5476971964888238	CATEGORY7: List7, CATEGORY8: List8
entity714	1.2556772359934714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2920085840577087	0.0	0.0	2.5476858200511803	CATEGORY1: List1, CATEGORY7: List7
noise10849	1.246729753400451	0.0	0.0	1.300837079322986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5475668327234366	CATEGORY1: List1, CATEGORY2: List2
entity884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.322725398057771	1.2233393816074385	0.0	2.546064779665209	CATEGORY7: List7, CATEGORY8: List8
noise9231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3216198044187797	1.2233340616074384	0.0	2.5449538660262183	CATEGORY7: List7, CATEGORY8: List8
noise13367	0.0	1.2199642061798328	0.0	0.0	0.0	0.0	0.0	1.3247152355842353	0.0	0.0	0.0	2.5446794417640684	CATEGORY6: List6, CATEGORY10: List10
noise276	0.0	1.219950256179833	0.0	0.0	0.0	0.0	0.0	1.3247150055842354	0.0	0.0	0.0	2.5446652617640684	CATEGORY6: List6, CATEGORY10: List10
noise16754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3209318210594008	1.2233248516074384	0.0	2.5442566726668394	CATEGORY7: List7, CATEGORY8: List8
entity779	1.246460801136826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2970143261921292	0.0	0.0	2.5434751273289553	CATEGORY1: List1, CATEGORY7: List7
noise13899	0.0	1.219947636179833	0.0	0.0	0.0	0.0	0.0	0.0	1.3225344652973963	0.0	0.0	2.542482101477229	CATEGORY7: List7, CATEGORY10: List10
entity417	1.246459730416833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2958306781762843	0.0	0.0	2.542290408593117	CATEGORY1: List1, CATEGORY7: List7
noise7935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3178066761330378	1.2233328916074384	0.0	2.5411395677404762	CATEGORY7: List7, CATEGORY8: List8
noise16074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3169000410130947	1.2233401416074385	0.0	2.540240182620533	CATEGORY7: List7, CATEGORY8: List8
noise18282	0.0	1.2199567061798329	0.0	0.0	0.0	0.0	0.0	0.0	1.319060170402579	0.0	0.0	2.539016876582412	CATEGORY7: List7, CATEGORY10: List10
noise1869	0.0	1.2199522961798328	0.0	0.0	0.0	0.0	0.0	0.0	1.3189152942193232	0.0	0.0	2.538867590399156	CATEGORY7: List7, CATEGORY10: List10
noise2594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3154530042145969	1.2233396616074386	0.0	2.5387926658220357	CATEGORY7: List7, CATEGORY8: List8
noise10229	1.2464652586825562	0.0	0.0	1.2920354330187094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5385006917012656	CATEGORY1: List1, CATEGORY2: List2
entity996	0.0	1.2199536161798328	0.0	0.0	0.0	0.0	0.0	0.0	1.3180759678853815	0.0	0.0	2.5380295840652143	CATEGORY7: List7, CATEGORY10: List10
noise6184	0.0	1.2199473161798329	0.0	0.0	0.0	0.0	0.0	0.0	1.3179407089744954	0.0	0.0	2.537888025154328	CATEGORY7: List7, CATEGORY10: List10
noise8639	1.2464594548200585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.291280757819943	0.0	0.0	2.5377402126400015	CATEGORY1: List1, CATEGORY7: List7
noise221	0.0	1.219952606179833	0.0	0.0	0.0	0.0	0.0	0.0	1.3171537476763677	0.0	0.0	2.537106353856201	CATEGORY7: List7, CATEGORY10: List10
noise7405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3135698383183616	1.2233380516074386	0.0	2.5369078899258	CATEGORY7: List7, CATEGORY8: List8
noise18264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3134636319068846	1.2233334616074385	0.0	2.5367970935143234	CATEGORY7: List7, CATEGORY8: List8
noise10438	0.0	1.2199518961798328	0.0	0.0	0.0	0.0	0.0	0.0	1.3167746708742796	0.0	0.0	2.5367265670541124	CATEGORY7: List7, CATEGORY10: List10
