gene	List1	List10	List11	List12	List13	List14	List15	List16	List17	List18	List19	List2	List20	List21	List22	List23	List24	List25	List26	List27	List28	List29	List3	List30	List31	List32	List4	List5	List6	List7	List8	List9	maic_score	contributors
entity35	0.0	0.0	0.0	4.747562614641867	0.0	0.0	0.0	0.0	0.0	1.972757740259369	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	5.822314165733356	0.0	0.0	0.0	0.0	0.0	31.43847343309494	CATEGORY4: List4, CATEGORY12: List12, CATEGORY18: List18, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	4.020031327696468	0.0	4.677760228030892	0.0	0.0	5.274644875568524	0.0	0.0	0.0	5.281330692362181	31.15562361386804	CATEGORY3: List3, CATEGORY5: List5, CATEGORY9: List9, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity29	1.521734005232074	0.0	0.0	4.747562614641867	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	5.768220062315463	0.0	0.0	0.0	0.0	0.0	30.933355594649747	CATEGORY1: List1, CATEGORY4: List4, CATEGORY12: List12, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity23	0.0	0.0	0.0	4.747562614641867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	3.8343806112603227	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.558987518406154	5.74580091655547	30.776060892765535	CATEGORY3: List3, CATEGORY8: List8, CATEGORY9: List9, CATEGORY12: List12, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity37	0.0	1.53687684101212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	1.9553420146134997	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	5.09105346001269	0.0	0.0	0.0	5.401748898634515	30.564637932513694	CATEGORY5: List5, CATEGORY9: List9, CATEGORY10: List10, CATEGORY19: List19, CATEGORY22: List22, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	5.840345533816515	0.0	0.0	0.0	0.0	5.5565723066989445	30.292756752975805	CATEGORY4: List4, CATEGORY9: List9, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5078550084774514	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	2.520662018795461	5.732157327396498	0.0	0.0	0.0	0.0	5.384546297738467	30.034549884309605	CATEGORY4: List4, CATEGORY9: List9, CATEGORY20: List20, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31, CATEGORY32: List32
entity9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	5.858376902038274	0.0	0.0	0.0	0.0	5.21252028877799	29.96673610327661	CATEGORY4: List4, CATEGORY9: List9, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	5.8042827977887965	0.0	0.0	0.0	0.0	5.229722889674037	29.92984459992318	CATEGORY4: List4, CATEGORY9: List9, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity32	0.0	0.0	0.0	0.0	1.8552168436835281	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	1.6322398944673313	1.5589849201412451	5.642585311179183	29.584865881931634	CATEGORY7: List7, CATEGORY8: List8, CATEGORY9: List9, CATEGORY13: List13, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity19	1.521732935232074	1.5333952054203774	4.007568989983517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	5.264128091466133	28.906441940342976	CATEGORY1: List1, CATEGORY9: List9, CATEGORY10: List10, CATEGORY11: List11, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity33	0.0	1.5438808330797191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.5589736701409755	5.814611320139661	27.8133047358207	CATEGORY8: List8, CATEGORY9: List9, CATEGORY10: List10, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity36	0.0	1.5439215539638331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	1.6099021921747856	0.0	5.728598315659422	27.778260974258387	CATEGORY7: List7, CATEGORY9: List9, CATEGORY10: List10, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.5589787801409756	5.711395714763374	26.166213407364694	CATEGORY8: List8, CATEGORY9: List9, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity28	1.521733645232074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	5.714125960144898	0.0	0.0	0.0	0.0	0.0	26.131698517837314	CATEGORY1: List1, CATEGORY4: List4, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity7	0.0	0.0	0.0	4.747562614641867	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	1.6005677234520337	0.0	0.0	25.243969250554244	CATEGORY7: List7, CATEGORY12: List12, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity18	0.0	0.0	0.0	4.747562614641867	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.5589865803433811	0.0	25.202388107445593	CATEGORY8: List8, CATEGORY12: List12, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	5.930502376311363	0.0	0.0	0.0	0.0	0.0	24.826341288771708	CATEGORY4: List4, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	5.786251429982833	0.0	0.0	0.0	0.0	0.0	24.68209034244318	CATEGORY4: List4, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	5.6253827102831355	24.52122162274348	CATEGORY9: List9, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	3.9457710409134554	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.5589854701433932	0.0	24.400595423517192	CATEGORY3: List3, CATEGORY8: List8, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	5.453356701322658	24.349195613783003	CATEGORY9: List9, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	5.298533293258228	24.194372205718572	CATEGORY9: List9, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity48	0.0	1.5318070909399335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	5.608180109387088	23.71960391856789	CATEGORY9: List9, CATEGORY10: List10, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity21	0.0	0.0	0.0	4.747562614641867	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.64340152710221	CATEGORY12: List12, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity47	0.0	1.5396051402477546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	5.4877619031147535	23.606983761603377	CATEGORY9: List9, CATEGORY10: List10, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity93	1.521744645232074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	5.160912486089846	23.26227384956279	CATEGORY1: List1, CATEGORY9: List9, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	2.520662018795461	0.0	0.0	0.0	0.0	0.0	5.3501410959463715	22.76013234664356	CATEGORY9: List9, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31, CATEGORY32: List32
entity38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	3.760120325172484	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.65595923763283	CATEGORY3: List3, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity20	0.0	1.533262862547007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	1.8302243628040076	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.259326137811357	CATEGORY10: List10, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY26: List26, CATEGORY29: List29, CATEGORY31: List31
entity51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.5591976701516108	5.4189514995305625	21.8674784015839	CATEGORY8: List8, CATEGORY9: List9, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.5589866504085734	5.178115086985894	21.62643096929619	CATEGORY8: List8, CATEGORY9: List9, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity64	0.0	0.0	0.0	4.747562614641867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.5589764501409755	0.0	21.195868296684566	CATEGORY8: List8, CATEGORY12: List12, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity57	1.521742325232074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.5589856901467896	5.332938495050324	20.986773548111437	CATEGORY1: List1, CATEGORY8: List8, CATEGORY9: List9, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	5.67806322605745	0.0	0.0	0.0	0.0	0.0	20.567392457959173	CATEGORY4: List4, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity108	1.521740575232074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.417579487692418	CATEGORY1: List1, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29, CATEGORY31: List31
entity65	0.0	1.54084712721323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.972757740259369	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.09322158571347	CATEGORY10: List10, CATEGORY18: List18, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity40	1.521739735232074	1.5399512677627232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.641307721235666	CATEGORY1: List1, CATEGORY10: List10, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	1.5589717301409756	5.470559302218706	19.60263807004193	CATEGORY8: List8, CATEGORY9: List9, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity59	0.0	1.533364664757292	0.0	0.0	0.0	1.4549225218449249	0.0	0.0	0.0	0.0	4.0065096805586204	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	0.0	0.0	0.0	4.677760228030892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.56790390484309	CATEGORY10: List10, CATEGORY14: List14, CATEGORY19: List19, CATEGORY23: List23, CATEGORY25: List25, CATEGORY31: List31
entity141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.212999722408176	0.0	3.682347087243182	0.0	0.0	0.0	2.3162221942194745	3.6115997538309856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.367343696842419	19.190512454544237	CATEGORY3: List3, CATEGORY9: List9, CATEGORY23: List23, CATEGORY25: List25, CATEGORY29: List29
