gene	List1	List10	List2	List3	List4	List5	List6	List7	List8	List9	maic_score	contributors
entity25	2.48852244542507	0.0	0.0	2.4471668109446845	0.0	0.0	0.0	0.0	0.0	0.0	4.935689256369754	CATEGORY1: List1, CATEGORY3: List3
entity4	2.4512452542602587	0.0	0.0	2.4759793122109865	0.0	0.0	0.0	0.0	0.0	0.0	4.927224566471246	CATEGORY1: List1, CATEGORY3: List3
entity27	2.460439074869946	0.0	0.0	2.4503681999742737	0.0	0.0	0.0	0.0	0.0	0.0	4.9108072748442195	CATEGORY1: List1, CATEGORY3: List3
entity17	2.424155097093161	0.0	0.0	2.466375145122219	0.0	0.0	0.0	0.0	0.0	0.0	4.89053024221538	CATEGORY1: List1, CATEGORY3: List3
entity20	2.4197107422983306	0.0	0.0	2.4567709780334517	0.0	0.0	0.0	0.0	0.0	0.0	4.876481720331782	CATEGORY1: List1, CATEGORY3: List3
entity39	2.446679284762202	0.0	0.0	2.4279584767671496	0.0	0.0	0.0	0.0	0.0	0.0	4.8746377615293515	CATEGORY1: List1, CATEGORY3: List3
entity16	2.406496992939792	0.0	0.0	2.4583716725482465	0.0	0.0	0.0	0.0	0.0	0.0	4.864868665488038	CATEGORY1: List1, CATEGORY3: List3
entity24	2.415286333980418	0.0	0.0	2.4439654219150952	0.0	0.0	0.0	0.0	0.0	0.0	4.859251755895514	CATEGORY1: List1, CATEGORY3: List3
entity23	2.4021318793367414	0.0	0.0	2.448767505459479	0.0	0.0	0.0	0.0	0.0	0.0	4.85089938479622	CATEGORY1: List1, CATEGORY3: List3
entity12	2.3891536895655667	0.0	0.0	2.459972367063041	0.0	0.0	0.0	0.0	0.0	0.0	4.849126056628608	CATEGORY1: List1, CATEGORY3: List3
entity55	2.4421338169558027	0.0	0.0	2.4023473645304367	0.0	0.0	0.0	0.0	0.0	0.0	4.844481181486239	CATEGORY1: List1, CATEGORY3: List3
entity14	2.3595432834842733	0.0	0.0	2.471177228666603	0.0	0.0	0.0	0.0	0.0	0.0	4.830720512150876	CATEGORY1: List1, CATEGORY3: List3
noise3653	0.0	0.0	1.589782914264611	0.0	1.149959539626901	0.0	2.0892183933965893	0.0	0.0	0.0	4.828960847288101	CATEGORY2: List2, CATEGORY4: List4, CATEGORY6: List6
entity29	2.3805982998953183	0.0	0.0	2.442364727400301	0.0	0.0	0.0	0.0	0.0	0.0	4.82296302729562	CATEGORY1: List1, CATEGORY3: List3
entity31	2.3679085608152146	0.0	0.0	2.4375626438559173	0.0	0.0	0.0	0.0	0.0	0.0	4.805471204671132	CATEGORY1: List1, CATEGORY3: List3
entity34	2.3553887508412106	0.0	0.0	2.4215556987079716	0.0	0.0	0.0	0.0	0.0	0.0	4.776944449549182	CATEGORY1: List1, CATEGORY3: List3
entity35	2.343036553220424	0.0	0.0	2.426357782252355	0.0	0.0	0.0	0.0	0.0	0.0	4.769394335472779	CATEGORY1: List1, CATEGORY3: List3
entity37	2.326823741543964	0.0	0.0	2.431159865796739	0.0	0.0	0.0	0.0	0.0	0.0	4.757983607340703	CATEGORY1: List1, CATEGORY3: List3
entity41	2.3348937430162056	0.0	0.0	2.4183543096783824	0.0	0.0	0.0	0.0	0.0	0.0	4.7532480526945875	CATEGORY1: List1, CATEGORY3: List3
entity44	2.338956005334369	0.0	0.0	2.3943438919564644	0.0	0.0	0.0	0.0	0.0	0.0	4.733299897290833	CATEGORY1: List1, CATEGORY3: List3
entity50	2.3108995177240526	0.0	0.0	2.413552226133999	0.0	0.0	0.0	0.0	0.0	0.0	4.724451743858051	CATEGORY1: List1, CATEGORY3: List3
entity56	2.3148538064402033	0.0	0.0	2.407149448074821	0.0	0.0	0.0	0.0	0.0	0.0	4.722003254515024	CATEGORY1: List1, CATEGORY3: List3
entity52	2.3069629381573966	0.0	0.0	2.408750142589615	0.0	0.0	0.0	0.0	0.0	0.0	4.715713080747012	CATEGORY1: List1, CATEGORY3: List3
entity48	2.2798959923879374	0.0	0.0	2.397545280986053	0.0	0.0	0.0	0.0	0.0	0.0	4.67744127337399	CATEGORY1: List1, CATEGORY3: List3
entity53	2.27609820626024	0.0	0.0	2.399145975500848	0.0	0.0	0.0	0.0	0.0	0.0	4.675244181761088	CATEGORY1: List1, CATEGORY3: List3
entity62	2.264806505838775	0.0	0.0	2.3959445864712587	0.0	0.0	0.0	0.0	0.0	0.0	4.660751092310034	CATEGORY1: List1, CATEGORY3: List3
entity615	1.41828857241061	0.0	0.0	0.0	1.1464069356597537	0.0	2.0892183933965893	0.0	0.0	0.0	4.653913901466954	CATEGORY1: List1, CATEGORY4: List4, CATEGORY6: List6
entity61	2.239042365568928	0.0	0.0	2.3847397248676967	0.0	0.0	0.0	0.0	0.0	0.0	4.623782090436625	CATEGORY1: List1, CATEGORY3: List3
entity64	2.2175929759883872	0.0	0.0	2.387941113897286	0.0	0.0	0.0	0.0	0.0	0.0	4.605534089885673	CATEGORY1: List1, CATEGORY3: List3
entity58	2.2070824975637597	0.0	0.0	2.391142502926875	0.0	0.0	0.0	0.0	0.0	0.0	4.598225000490634	CATEGORY1: List1, CATEGORY3: List3
entity65	2.2105703154500125	0.0	0.0	2.3863404193824915	0.0	0.0	0.0	0.0	0.0	0.0	4.596910734832504	CATEGORY1: List1, CATEGORY3: List3
entity43	2.169729262445447	0.0	0.0	2.416753615163588	0.0	0.0	0.0	0.0	0.0	0.0	4.5864828776090345	CATEGORY1: List1, CATEGORY3: List3
entity72	2.1763847486897623	0.0	0.0	2.3831390303529023	0.0	0.0	0.0	0.0	0.0	0.0	4.559523779042665	CATEGORY1: List1, CATEGORY3: List3
entity164	2.0029987390983415	1.3872272727217156	0.0	0.0	1.1480582041703709	0.0	0.0	0.0	0.0	0.0	4.538284215990428	CATEGORY1: List1, CATEGORY4: List4, CATEGORY10: List10
entity59	2.146898197694873	0.0	0.0	2.381538335838108	0.0	0.0	0.0	0.0	0.0	0.0	4.528436533532981	CATEGORY1: List1, CATEGORY3: List3
entity79	2.1003136671634537	0.0	0.0	0.0	0.0	0.0	2.0892183933965893	0.0	0.0	0.0	4.189532060560043	CATEGORY1: List1, CATEGORY6: List6
entity326	1.4904567119276866	0.0	1.5257804338002616	0.0	1.1467169360059273	0.0	0.0	0.0	0.0	0.0	4.162954081733876	CATEGORY1: List1, CATEGORY2: List2, CATEGORY4: List4
entity63	1.9705397312078814	0.0	0.0	0.0	0.0	0.0	2.0892183933965893	0.0	0.0	0.0	4.059758124604471	CATEGORY1: List1, CATEGORY6: List6
entity894	1.6526777271934063	0.0	0.0	0.0	0.0	0.0	2.0892183933965893	0.0	0.0	0.0	3.7418961205899954	CATEGORY1: List1, CATEGORY6: List6
entity95	2.2354273113360525	1.3872272727217156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.622654584057768	CATEGORY1: List1, CATEGORY10: List10
entity540	1.5056087509680127	0.0	0.0	0.0	0.0	0.0	2.0892183933965893	0.0	0.0	0.0	3.594827144364602	CATEGORY1: List1, CATEGORY6: List6
entity293	1.4987987370963929	0.0	0.0	0.0	0.0	0.0	2.0892183933965893	0.0	0.0	0.0	3.5880171304929824	CATEGORY1: List1, CATEGORY6: List6
entity491	1.4701549742940851	0.0	0.0	0.0	0.0	0.0	2.0892183933965893	0.0	0.0	0.0	3.5593733676906743	CATEGORY1: List1, CATEGORY6: List6
entity895	1.4662210448030082	0.0	0.0	0.0	0.0	0.0	2.0892183933965893	0.0	0.0	0.0	3.5554394381995973	CATEGORY1: List1, CATEGORY6: List6
entity482	1.4011395504413733	0.0	0.0	0.0	0.0	0.0	2.0892183933965893	0.0	0.0	0.0	3.490357943837963	CATEGORY1: List1, CATEGORY6: List6
noise6064	1.3883408804418895	0.0	0.0	0.0	0.0	0.0	2.0892183933965893	0.0	0.0	0.0	3.477559273838479	CATEGORY1: List1, CATEGORY6: List6
entity876	1.433644493299741	0.0	0.0	0.0	0.0	1.976482721705792	0.0	0.0	0.0	0.0	3.410127215005533	CATEGORY1: List1, CATEGORY5: List5
entity213	1.844574516583643	0.0	1.563995298955662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.408569815539305	CATEGORY1: List1, CATEGORY2: List2
entity136	2.2499852336680717	0.0	0.0	0.0	1.1470744697385138	0.0	0.0	0.0	0.0	0.0	3.3970597034065855	CATEGORY1: List1, CATEGORY4: List4
entity641	1.4244194201834235	0.0	0.0	0.0	0.0	1.9653344439890974	0.0	0.0	0.0	0.0	3.389753864172521	CATEGORY1: List1, CATEGORY5: List5
entity75	2.2246788163961786	0.0	0.0	0.0	1.149000605222738	0.0	0.0	0.0	0.0	0.0	3.3736794216189168	CATEGORY1: List1, CATEGORY4: List4
entity127	2.214073784331519	0.0	0.0	0.0	1.1489572051742736	0.0	0.0	0.0	0.0	0.0	3.363030989505792	CATEGORY1: List1, CATEGORY4: List4
entity126	2.1631330355979803	0.0	0.0	0.0	1.145884068409208	0.0	0.0	0.0	0.0	0.0	3.3090171040071885	CATEGORY1: List1, CATEGORY4: List4
entity122	2.1373299987633296	0.0	0.0	0.0	1.1488249383599063	0.0	0.0	0.0	0.0	0.0	3.2861549371232357	CATEGORY1: List1, CATEGORY4: List4
entity103	2.1341689900626823	0.0	0.0	0.0	1.1461424020310191	0.0	0.0	0.0	0.0	0.0	3.2803113920937017	CATEGORY1: List1, CATEGORY4: List4
entity713	1.3501034718906706	0.0	0.0	0.0	0.0	1.909593055405772	0.0	0.0	0.0	0.0	3.259696527296443	CATEGORY1: List1, CATEGORY5: List5
entity73	2.1033232022051873	0.0	0.0	0.0	1.14688846953081	0.0	0.0	0.0	0.0	0.0	3.2502116717359972	CATEGORY1: List1, CATEGORY4: List4
noise3602	0.0	0.0	0.0	0.0	1.1464813357428354	0.0	2.0892183933965893	0.0	0.0	0.0	3.2356997291394247	CATEGORY4: List4, CATEGORY6: List6
entity115	2.079618604802643	0.0	0.0	0.0	1.146551602487968	0.0	0.0	0.0	0.0	0.0	3.226170207290611	CATEGORY1: List1, CATEGORY4: List4
entity886	2.0265936685407295	0.0	0.0	0.0	1.1474733368505903	0.0	0.0	0.0	0.0	0.0	3.17406700539132	CATEGORY1: List1, CATEGORY4: List4
entity315	2.005574040042473	0.0	0.0	0.0	1.1498272728125336	0.0	0.0	0.0	0.0	0.0	3.1554013128550067	CATEGORY1: List1, CATEGORY4: List4
entity266	1.9902923994338102	0.0	0.0	0.0	1.1485128713447585	0.0	0.0	0.0	0.0	0.0	3.138805270778569	CATEGORY1: List1, CATEGORY4: List4
entity749	1.9803284383438453	0.0	0.0	0.0	1.1471488698215955	0.0	0.0	0.0	0.0	0.0	3.1274773081654406	CATEGORY1: List1, CATEGORY4: List4
entity228	1.6216046946486162	0.0	1.4697211571446265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0913258517932425	CATEGORY1: List1, CATEGORY2: List2
entity853	1.9308201064045414	0.0	0.0	0.0	1.1496226725840593	0.0	0.0	0.0	0.0	0.0	3.0804427789886004	CATEGORY1: List1, CATEGORY4: List4
entity138	1.9045278467810172	0.0	0.0	0.0	1.1483909378752635	0.0	0.0	0.0	0.0	0.0	3.0529187846562804	CATEGORY1: List1, CATEGORY4: List4
noise13690	0.0	0.0	0.0	0.0	1.1478515372729219	1.898444777689107	0.0	0.0	0.0	0.0	3.046296314962029	CATEGORY4: List4, CATEGORY5: List5
entity296	1.4838016767626103	0.0	1.5558945741610213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0396962509236314	CATEGORY1: List1, CATEGORY2: List2
entity105	1.8715690112677135	0.0	0.0	0.0	1.1491597387337735	0.0	0.0	0.0	0.0	0.0	3.0207287500014868	CATEGORY1: List1, CATEGORY4: List4
entity165	1.8578640560592654	0.0	0.0	0.0	1.1465226691223251	0.0	0.0	0.0	0.0	0.0	3.0043867251815906	CATEGORY1: List1, CATEGORY4: List4
entity236	1.8502200157984472	0.0	0.0	0.0	1.148798071663238	0.0	0.0	0.0	0.0	0.0	2.9990180874616854	CATEGORY1: List1, CATEGORY4: List4
entity118	1.8521184450897308	0.0	0.0	0.0	1.146293268866157	0.0	0.0	0.0	0.0	0.0	2.9984117139558877	CATEGORY1: List1, CATEGORY4: List4
entity790	1.6058777959628596	1.3872272727217156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9931050686845753	CATEGORY1: List1, CATEGORY10: List10
entity715	1.8353290541784832	0.0	0.0	0.0	1.1473762034087893	0.0	0.0	0.0	0.0	0.0	2.9827052575872726	CATEGORY1: List1, CATEGORY4: List4
entity240	1.828077345788525	0.0	0.0	0.0	1.1470600030556923	0.0	0.0	0.0	0.0	0.0	2.9751373488442177	CATEGORY1: List1, CATEGORY4: List4
entity871	1.7744150044768012	0.0	0.0	0.0	1.147696537099835	0.0	0.0	0.0	0.0	0.0	2.922111541576636	CATEGORY1: List1, CATEGORY4: List4
entity384	1.772855857406523	0.0	0.0	0.0	1.1489427384914521	0.0	0.0	0.0	0.0	0.0	2.9217985958979753	CATEGORY1: List1, CATEGORY4: List4
entity611	1.7682189394382288	0.0	0.0	0.0	1.1473142033395547	0.0	0.0	0.0	0.0	0.0	2.9155331427777833	CATEGORY1: List1, CATEGORY4: List4
entity555	1.5281987080022184	1.3872272727217156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.915425980723934	CATEGORY1: List1, CATEGORY10: List10
entity488	1.5255953351053835	1.3872272727217156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.912822607827099	CATEGORY1: List1, CATEGORY10: List10
entity872	1.5235489616211508	1.3872272727217156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9107762343428663	CATEGORY1: List1, CATEGORY10: List10
entity239	1.76212979092776	0.0	0.0	0.0	1.1466673359505395	0.0	0.0	0.0	0.0	0.0	2.9087971268782997	CATEGORY1: List1, CATEGORY4: List4
entity284	1.7561456198259981	0.0	0.0	0.0	1.1483351378129523	0.0	0.0	0.0	0.0	0.0	2.90448075763895	CATEGORY1: List1, CATEGORY4: List4
entity342	1.6979566049628358	0.0	0.0	0.0	1.1493271389207071	0.0	0.0	0.0	0.0	0.0	2.847283743883543	CATEGORY1: List1, CATEGORY4: List4
entity884	1.4311714573147427	0.0	1.4073601243326368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8385315816473797	CATEGORY1: List1, CATEGORY2: List2
entity388	1.6415195343303315	0.0	0.0	0.0	1.1490378052642787	0.0	0.0	0.0	0.0	0.0	2.79055733959461	CATEGORY1: List1, CATEGORY4: List4
noise10430	1.3911145272578052	1.3872272727217156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.778341799979521	CATEGORY1: List1, CATEGORY10: List10
noise17163	1.390283076817656	1.3872272727217156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7775103495393716	CATEGORY1: List1, CATEGORY10: List10
entity250	1.6299244312951497	0.0	0.0	0.0	1.1470434697038965	0.0	0.0	0.0	0.0	0.0	2.776967900999046	CATEGORY1: List1, CATEGORY4: List4
entity695	1.625263530704026	0.0	0.0	0.0	1.1484963379929625	0.0	0.0	0.0	0.0	0.0	2.773759868696988	CATEGORY1: List1, CATEGORY4: List4
noise17391	1.3237005134392361	0.0	1.4492042877210902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.772904801160326	CATEGORY1: List1, CATEGORY2: List2
entity238	1.6225136507516258	0.0	0.0	0.0	1.147041403034922	0.0	0.0	0.0	0.0	0.0	2.769555053786548	CATEGORY1: List1, CATEGORY4: List4
entity279	1.6153476055764584	0.0	0.0	0.0	1.149364338962248	0.0	0.0	0.0	0.0	0.0	2.7647119445387065	CATEGORY1: List1, CATEGORY4: List4
entity905	1.617116659503429	0.0	0.0	0.0	1.146074201954861	0.0	0.0	0.0	0.0	0.0	2.7631908614582903	CATEGORY1: List1, CATEGORY4: List4
noise14282	1.3604098104550648	1.3872272727217156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7476370831767802	CATEGORY1: List1, CATEGORY10: List10
entity260	1.5799313924207392	0.0	0.0	0.0	1.1475580702785444	0.0	0.0	0.0	0.0	0.0	2.7274894626992836	CATEGORY1: List1, CATEGORY4: List4
entity945	1.5762991581222068	0.0	0.0	0.0	1.1482524710539728	0.0	0.0	0.0	0.0	0.0	2.7245516291761795	CATEGORY1: List1, CATEGORY4: List4
entity500	1.5713373823329095	0.0	0.0	0.0	1.146762402723366	0.0	0.0	0.0	0.0	0.0	2.7180997850562756	CATEGORY1: List1, CATEGORY4: List4
entity497	1.5692539641349013	0.0	0.0	0.0	1.1470848030833862	0.0	0.0	0.0	0.0	0.0	2.7163387672182875	CATEGORY1: List1, CATEGORY4: List4
entity738	1.5678791102515321	0.0	0.0	0.0	1.1461362020240957	0.0	0.0	0.0	0.0	0.0	2.714015312275628	CATEGORY1: List1, CATEGORY4: List4
entity534	1.5605140799315467	0.0	0.0	0.0	1.1496826059843195	0.0	0.0	0.0	0.0	0.0	2.710196685915866	CATEGORY1: List1, CATEGORY4: List4
entity944	1.5414337162900147	0.0	0.0	0.0	1.149461472404049	0.0	0.0	0.0	0.0	0.0	2.6908951886940637	CATEGORY1: List1, CATEGORY4: List4
entity400	1.534659364446229	0.0	0.0	0.0	1.1481739376329423	0.0	0.0	0.0	0.0	0.0	2.682833302079171	CATEGORY1: List1, CATEGORY4: List4
entity671	1.5297853954458291	0.0	0.0	0.0	1.1477482038241973	0.0	0.0	0.0	0.0	0.0	2.6775335992700264	CATEGORY1: List1, CATEGORY4: List4
entity529	1.525080742324894	0.0	0.0	0.0	1.148802205001187	0.0	0.0	0.0	0.0	0.0	2.673882947326081	CATEGORY1: List1, CATEGORY4: List4
entity940	1.5215342427057679	0.0	0.0	0.0	1.1465123357774527	0.0	0.0	0.0	0.0	0.0	2.668046578483221	CATEGORY1: List1, CATEGORY4: List4
entity510	1.5195506042479208	0.0	0.0	0.0	1.1483537378337227	0.0	0.0	0.0	0.0	0.0	2.6679043420816435	CATEGORY1: List1, CATEGORY4: List4
entity605	1.5078227327020395	0.0	0.0	0.0	1.1482545377229472	0.0	0.0	0.0	0.0	0.0	2.6560772704249866	CATEGORY1: List1, CATEGORY4: List4
entity780	1.4996277505040767	0.0	0.0	0.0	1.1489241384706819	0.0	0.0	0.0	0.0	0.0	2.6485518889747586	CATEGORY1: List1, CATEGORY4: List4
entity276	1.4971591968488323	0.0	0.0	0.0	1.149630939259957	0.0	0.0	0.0	0.0	0.0	2.6467901361087893	CATEGORY1: List1, CATEGORY4: List4
entity346	1.5004630016957137	0.0	0.0	0.0	1.1460246018994733	0.0	0.0	0.0	0.0	0.0	2.6464876035951868	CATEGORY1: List1, CATEGORY4: List4
noise17720	1.48781661636694	0.0	0.0	0.0	1.146665269281565	0.0	0.0	0.0	0.0	0.0	2.634481885648505	CATEGORY1: List1, CATEGORY4: List4
entity669	1.4874449476639053	0.0	0.0	0.0	1.1465784691846364	0.0	0.0	0.0	0.0	0.0	2.6340234168485415	CATEGORY1: List1, CATEGORY4: List4
entity305	1.4845197979860958	0.0	0.0	0.0	1.1485480047173247	0.0	0.0	0.0	0.0	0.0	2.6330678027034207	CATEGORY1: List1, CATEGORY4: List4
entity458	1.4802876961308664	0.0	0.0	0.0	1.1474072034434066	0.0	0.0	0.0	0.0	0.0	2.627694899574273	CATEGORY1: List1, CATEGORY4: List4
noise7428	0.0	0.0	1.4809246065233004	0.0	1.1465350691361722	0.0	0.0	0.0	0.0	0.0	2.6274596756594724	CATEGORY2: List2, CATEGORY4: List4
entity489	1.479599901326412	0.0	0.0	0.0	1.1471778031872384	0.0	0.0	0.0	0.0	0.0	2.6267777045136507	CATEGORY1: List1, CATEGORY4: List4
entity312	1.4789170009966786	0.0	0.0	0.0	1.1476614037272688	0.0	0.0	0.0	0.0	0.0	2.626578404723947	CATEGORY1: List1, CATEGORY4: List4
entity794	1.4768972230025388	0.0	0.0	0.0	1.1477068704447075	0.0	0.0	0.0	0.0	0.0	2.624604093447246	CATEGORY1: List1, CATEGORY4: List4
entity767	1.4762334587346146	0.0	0.0	0.0	1.1477730038518912	0.0	0.0	0.0	0.0	0.0	2.6240064625865056	CATEGORY1: List1, CATEGORY4: List4
noise9362	0.0	0.0	1.4643626411164041	0.0	1.1489096717878604	0.0	0.0	0.0	0.0	0.0	2.6132723129042645	CATEGORY2: List2, CATEGORY4: List4
noise13661	1.464463563464766	0.0	0.0	0.0	1.148341337819876	0.0	0.0	0.0	0.0	0.0	2.612804901284642	CATEGORY1: List1, CATEGORY4: List4
entity184	1.458855381285359	0.0	0.0	0.0	1.148413671233983	0.0	0.0	0.0	0.0	0.0	2.6072690525193423	CATEGORY1: List1, CATEGORY4: List4
entity810	1.4525963899652783	0.0	0.0	0.0	1.1499492062820285	0.0	0.0	0.0	0.0	0.0	2.6025455962473067	CATEGORY1: List1, CATEGORY4: List4
entity971	1.454628731215231	0.0	0.0	0.0	1.1473204033464781	0.0	0.0	0.0	0.0	0.0	2.601949134561709	CATEGORY1: List1, CATEGORY4: List4
entity816	1.4511059738144256	0.0	0.0	0.0	1.1486389381522022	0.0	0.0	0.0	0.0	0.0	2.599744911966628	CATEGORY1: List1, CATEGORY4: List4
